WELL_GROUP_ID,WELL_GROUP_NAME,WELL_ID,WELL_NAME,WELL_PURPOSE,CANTON,ORG_NAME,BLOCK,CONVERT_DATE,PROD_DATE
GI038,G038,WI097,W097,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI037,G037,WI098,W098,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI038,G038,WI098,W098,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI008,G008,WI238,W238,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI038,G038,WI279,W279,生产井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI006,G006,WI246,W246,生产井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI008,G008,WI248,W248,生产井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI007,G007,WI247,W247,生产井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI037,G037,WI278,W278,生产井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI009,G009,WI249,W249,生产井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI036,G036,WI091,W091,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI036,G036,WI090,W090,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI036,G036,WI277,W277,生产井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI008,G008,WI150,W150,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI005,G005,WI148,W148,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI008,G008,WI151,W151,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI009,G009,WI151,W151,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI004,G004,WI147,W147,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI005,G005,WI147,W147,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI061,G061,WI309,W309,生产井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI058,G058,WI306,W306,生产井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI059,G059,WI307,W307,生产井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI060,G060,WI308,W308,生产井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI039,G039,WI107,W107,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI040,G040,WI107,W107,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI039,G039,WI108,W108,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI040,G040,WI108,W108,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI039,G039,WI109,W109,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI040,G040,WI109,W109,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI038,G038,WI101,W101,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI039,G039,WI101,W101,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI038,G038,WI102,W102,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI039,G039,WI102,W102,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI038,G038,WI103,W103,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI039,G039,WI103,W103,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI040,G040,WI116,W116,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI041,G041,WI116,W116,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI040,G040,WI113,W113,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI041,G041,WI113,W113,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI040,G040,WI114,W114,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI041,G041,WI114,W114,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI040,G040,WI115,W115,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI041,G041,WI115,W115,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI039,G039,WI110,W110,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI040,G040,WI110,W110,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI034,G034,WI104,W104,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI034,G034,WI106,W106,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI034,G034,WI111,W111,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI035,G035,WI111,W111,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI034,G034,WI112,W112,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI035,G035,WI112,W112,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI034,G034,WI061,W061,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
GI034,G034,WI105,W105,注汽井,区域1,站点1,区块1,2013/01/08 00:00:00,2026/01/11 00:00:00
